user_id,month,plan,monthly_price,payment_status,amount_paid,is_active
20,10,plus,20.0,paid,20.0,True
20,11,plus,20.0,paid,20.0,True
20,12,plus,20.0,failed,0.0,True
21,1,plus,20.0,paid,20.0,True
21,2,plus,20.0,paid,20.0,True
21,3,plus,20.0,paid,20.0,True
21,4,plus,20.0,paid,20.0,True
21,5,plus,20.0,paid,20.0,True
21,6,plus,20.0,paid,20.0,True
21,7,plus,20.0,paid,20.0,True
21,8,plus,20.0,paid,20.0,True
21,9,plus,20.0,paid,20.0,True
21,10,plus,20.0,failed,0.0,False
22,1,basic,10.0,paid,10.0,True
22,2,basic,10.0,paid,10.0,True
22,3,basic,10.0,failed,0.0,False
23,1,premium,40.0,paid,40.0,True
23,2,premium,40.0,paid,40.0,True
23,3,premium,40.0,failed,0.0,False
24,1,premium,40.0,paid,40.0,True
24,2,premium,40.0,paid,40.0,True
24,3,premium,40.0,failed,0.0,False
25,1,plus,20.0,paid,20.0,True
25,2,plus,20.0,paid,20.0,True
25,3,plus,20.0,paid,20.0,True
25,4,plus,20.0,paid,20.0,True
25,5,plus,20.0,paid,20.0,True
25,6,plus,20.0,paid,20.0,True
25,7,plus,20.0,paid,20.0,True
25,8,plus,20.0,paid,20.0,True
25,9,plus,20.0,paid,20.0,True
25,10,plus,20.0,paid,20.0,True
25,11,plus,20.0,paid,20.0,True
25,12,plus,20.0,paid,20.0,True
26,1,basic,10.0,paid,10.0,True
26,2,basic,10.0,paid,10.0,True
26,3,basic,10.0,paid,10.0,True
26,4,basic,10.0,paid,10.0,True
26,5,basic,10.0,paid,10.0,True
26,6,basic,10.0,paid,10.0,True
26,7,basic,10.0,paid,10.0,True
26,8,basic,10.0,paid,10.0,True
26,9,basic,10.0,failed,0.0,False
27,1,basic,10.0,paid,10.0,True
27,2,basic,10.0,paid,10.0,True
27,3,basic,10.0,paid,10.0,True
27,4,basic,10.0,paid,10.0,True
27,5,basic,10.0,failed,0.0,True
27,6,basic,10.0,paid,10.0,True
27,7,basic,10.0,paid,10.0,True
27,8,basic,10.0,paid,10.0,True
27,9,basic,10.0,paid,10.0,True
27,10,basic,10.0,paid,10.0,True
27,11,basic,10.0,paid,10.0,True
27,12,basic,10.0,paid,10.0,True
28,1,basic,10.0,paid,10.0,True
28,2,basic,10.0,paid,10.0,True
28,3,basic,10.0,paid,10.0,True
28,4,basic,10.0,paid,10.0,True
28,5,basic,10.0,paid,10.0,True
28,6,basic,10.0,paid,10.0,True
28,7,basic,10.0,paid,10.0,True
28,8,basic,10.0,paid,10.0,True
28,9,basic,10.0,paid,10.0,True
28,10,basic,10.0,paid,10.0,True
28,11,basic,10.0,paid,10.0,True
28,12,basic,10.0,paid,10.0,True
29,1,basic,10.0,paid,10.0,True
29,2,basic,10.0,paid,10.0,True
29,3,basic,10.0,paid,10.0,True
29,4,basic,10.0,paid,10.0,True
29,5,basic,10.0,paid,10.0,True
29,6,basic,10.0,paid,10.0,True
29,7,basic,10.0,paid,10.0,True
29,8,basic,10.0,paid,10.0,True
29,9,basic,10.0,paid,10.0,True
29,10,basic,10.0,paid,10.0,True
29,11,basic,10.0,paid,10.0,True
29,12,basic,10.0,paid,10.0,True
30,1,plus,20.0,paid,20.0,True
30,2,plus,20.0,paid,20.0,True
30,3,plus,20.0,paid,20.0,True
30,4,plus,20.0,paid,20.0,True
30,5,plus,20.0,paid,20.0,True
30,6,plus,20.0,paid,20.0,True
30,7,plus,20.0,paid,20.0,True
30,8,plus,20.0,paid,20.0,True
30,9,plus,20.0,paid,20.0,True
30,10,plus,20.0,paid,20.0,True
30,11,plus,20.0,paid,20.0,True
30,12,plus,20.0,paid,20.0,True
31,1,plus,20.0,paid,20.0,True
31,2,plus,20.0,paid,20.0,True
31,3,plus,20.0,paid,20.0,True
31,4,plus,20.0,paid,20.0,True
31,5,plus,20.0,paid,20.0,True
31,6,plus,20.0,paid,20.0,True
31,7,plus,20.0,paid,20.0,True
31,8,plus,20.0,paid,20.0,True
31,9,plus,20.0,paid,20.0,True
31,10,plus,20.0,paid,20.0,True
31,11,plus,20.0,paid,20.0,True
31,12,plus,20.0,paid,20.0,True
32,1,premium,40.0,paid,40.0,True
32,2,premium,40.0,paid,40.0,True
32,3,premium,40.0,paid,40.0,True
32,4,premium,40.0,paid,40.0,True
32,5,premium,40.0,paid,40.0,True
32,6,premium,40.0,paid,40.0,True
32,7,premium,40.0,paid,40.0,True
32,8,premium,40.0,paid,40.0,True
32,9,premium,40.0,paid,40.0,True
32,10,premium,40.0,paid,40.0,True
32,11,premium,40.0,failed,0.0,False
33,1,basic,10.0,paid,10.0,True
33,2,basic,10.0,paid,10.0,True
33,3,basic,10.0,paid,10.0,True
33,4,basic,10.0,paid,10.0,True
33,5,basic,10.0,paid,10.0,True
33,6,basic,10.0,paid,10.0,True
33,7,basic,10.0,paid,10.0,True
33,8,basic,10.0,paid,10.0,True
33,9,basic,10.0,paid,10.0,True
33,10,basic,10.0,paid,10.0,True
33,11,basic,10.0,paid,10.0,True
33,12,basic,10.0,paid,10.0,True
34,1,basic,10.0,paid,10.0,True
34,2,basic,10.0,paid,10.0,True
34,3,basic,10.0,paid,10.0,True
34,4,basic,10.0,paid,10.0,True
34,5,basic,10.0,paid,10.0,True
34,6,basic,10.0,paid,10.0,True
34,7,basic,10.0,paid,10.0,True
34,8,basic,10.0,paid,10.0,True
34,9,basic,10.0,paid,10.0,True
34,10,basic,10.0,paid,10.0,True
34,11,basic,10.0,paid,10.0,True
34,12,basic,10.0,paid,10.0,True
35,1,basic,10.0,paid,10.0,True
35,2,basic,10.0,failed,0.0,True
35,3,basic,10.0,paid,10.0,True
35,4,basic,10.0,failed,0.0,False
36,1,basic,10.0,paid,10.0,True
36,2,basic,10.0,paid,10.0,True
36,3,basic,10.0,failed,0.0,False
37,1,basic,10.0,paid,10.0,True
37,2,basic,10.0,paid,10.0,True
37,3,basic,10.0,paid,10.0,True
37,4,basic,10.0,paid,10.0,True
37,5,basic,10.0,paid,10.0,True
37,6,basic,10.0,paid,10.0,True
37,7,basic,10.0,paid,10.0,True
37,8,basic,10.0,paid,10.0,True
37,9,basic,10.0,paid,10.0,True
37,10,basic,10.0,paid,10.0,True
37,11,basic,10.0,paid,10.0,True
37,12,basic,10.0,paid,10.0,True
38,1,basic,10.0,paid,10.0,True
38,2,basic,10.0,paid,10.0,True
38,3,basic,10.0,paid,10.0,True
38,4,basic,10.0,paid,10.0,True
38,5,basic,10.0,paid,10.0,True
38,6,basic,10.0,paid,10.0,True
38,7,basic,10.0,failed,0.0,True
38,8,basic,10.0,paid,10.0,True
38,9,basic,10.0,paid,10.0,True
38,10,basic,10.0,paid,10.0,True
38,11,basic,10.0,paid,10.0,True
38,12,basic,10.0,paid,10.0,True
39,1,basic,10.0,paid,10.0,True
39,2,basic,10.0,paid,10.0,True
39,3,basic,10.0,paid,10.0,True
39,4,basic,10.0,paid,10.0,True
39,5,basic,10.0,paid,10.0,True
39,6,basic,10.0,paid,10.0,True
39,7,basic,10.0,paid,10.0,True
39,8,basic,10.0,paid,10.0,True
39,9,basic,10.0,paid,10.0,True
39,10,basic,10.0,paid,10.0,True
39,11,basic,10.0,paid,10.0,True
39,12,basic,10.0,paid,10.0,True
40,1,plus,20.0,paid,20.0,True
40,2,plus,20.0,paid,20.0,True
40,3,plus,20.0,paid,20.0,True
40,4,plus,20.0,paid,20.0,True
40,5,plus,20.0,paid,20.0,True
40,6,plus,20.0,paid,20.0,True
40,7,plus,20.0,paid,20.0,True
40,8,plus,20.0,paid,20.0,True
40,9,plus,20.0,paid,20.0,True
40,10,plus,20.0,paid,20.0,True
40,11,plus,20.0,paid,20.0,True
40,12,plus,20.0,paid,20.0,True
41,1,basic,10.0,paid,10.0,True
41,2,basic,10.0,paid,10.0,True
41,3,basic,10.0,failed,0.0,True
41,4,basic,10.0,paid,10.0,True
41,5,basic,10.0,paid,10.0,True
41,6,basic,10.0,failed,0.0,False
42,1,premium,40.0,paid,40.0,True
42,2,premium,40.0,failed,0.0,True
42,3,premium,40.0,paid,40.0,True
42,4,premium,40.0,failed,0.0,False
43,1,plus,20.0,paid,20.0,True
43,2,plus,20.0,paid,20.0,True
43,3,plus,20.0,paid,20.0,True
43,4,plus,20.0,paid,20.0,True
43,5,plus,20.0,paid,20.0,True
43,6,plus,20.0,failed,0.0,True
43,7,plus,20.0,paid,20.0,True
43,8,plus,20.0,paid,20.0,True
43,9,plus,20.0,paid,20.0,True
43,10,plus,20.0,paid,20.0,True
43,11,plus,20.0,paid,20.0,True
43,12,plus,20.0,paid,20.0,True
44,1,basic,10.0,paid,10.0,True
44,2,basic,10.0,paid,10.0,True
44,3,basic,10.0,paid,10.0,True
44,4,basic,10.0,paid,10.0,True
44,5,basic,10.0,paid,10.0,True
44,6,basic,10.0,paid,10.0,True
44,7,basic,10.0,paid,10.0,True
44,8,basic,10.0,paid,10.0,True
44,9,basic,10.0,paid,10.0,True
44,10,basic,10.0,paid,10.0,True
44,11,basic,10.0,paid,10.0,True
44,12,basic,10.0,paid,10.0,True
45,1,premium,40.0,paid,40.0,True
45,2,premium,40.0,paid,40.0,True
45,3,premium,40.0,paid,40.0,True
45,4,premium,40.0,paid,40.0,True
45,5,premium,40.0,paid,40.0,True
45,6,premium,40.0,paid,40.0,True
45,7,premium,40.0,paid,40.0,True
45,8,premium,40.0,paid,40.0,True
45,9,premium,40.0,paid,40.0,True
45,10,premium,40.0,paid,40.0,True
45,11,premium,40.0,paid,40.0,True
45,12,premium,40.0,paid,40.0,True
46,1,premium,40.0,paid,40.0,True
46,2,premium,40.0,paid,40.0,True
46,3,premium,40.0,paid,40.0,True
46,4,premium,40.0,failed,0.0,False
47,1,basic,10.0,paid,10.0,True
47,2,basic,10.0,paid,10.0,True
47,3,basic,10.0,paid,10.0,True
47,4,basic,10.0,paid,10.0,True
47,5,basic,10.0,paid,10.0,True
47,6,basic,10.0,paid,10.0,True
47,7,basic,10.0,paid,10.0,True
47,8,basic,10.0,paid,10.0,True
47,9,basic,10.0,paid,10.0,True
47,10,basic,10.0,paid,10.0,True
47,11,basic,10.0,paid,10.0,True
47,12,basic,10.0,paid,10.0,True
48,1,basic,10.0,paid,10.0,True
48,2,basic,10.0,paid,10.0,True
48,3,basic,10.0,paid,10.0,True
48,4,basic,10.0,failed,0.0,False
49,1,plus,20.0,failed,0.0,True
49,2,plus,20.0,paid,20.0,True
49,3,plus,20.0,failed,0.0,True
49,4,plus,20.0,paid,20.0,True
49,5,plus,20.0,paid,20.0,True
49,6,plus,20.0,paid,20.0,True
49,7,plus,20.0,paid,20.0,True
49,8,plus,20.0,paid,20.0,True
49,9,plus,20.0,paid,20.0,True
49,10,plus,20.0,paid,20.0,True
49,11,plus,20.0,paid,20.0,True
49,12,plus,20.0,paid,20.0,True
50,1,basic,10.0,paid,10.0,True
50,2,basic,10.0,paid,10.0,True
50,3,basic,10.0,paid,10.0,True
50,4,basic,10.0,paid,10.0,True
50,5,basic,10.0,paid,10.0,True
50,6,basic,10.0,paid,10.0,True
50,7,basic,10.0,paid,10.0,True
50,8,basic,10.0,paid,10.0,True
50,9,basic,10.0,paid,10.0,True
50,10,basic,10.0,paid,10.0,True
50,11,basic,10.0,paid,10.0,True
50,12,basic,10.0,paid,10.0,True
51,1,basic,10.0,paid,10.0,True
51,2,basic,10.0,paid,10.0,True
51,3,basic,10.0,paid,10.0,True
51,4,basic,10.0,paid,10.0,True
51,5,basic,10.0,paid,10.0,True
51,6,basic,10.0,paid,10.0,True
51,7,basic,10.0,failed,0.0,False
52,1,basic,10.0,paid,10.0,True
52,2,basic,10.0,paid,10.0,True
52,3,basic,10.0,paid,10.0,True
52,4,basic,10.0,failed,0.0,False
53,1,plus,20.0,paid,20.0,True
53,2,plus,20.0,failed,0.0,False
54,1,plus,20.0,paid,20.0,True
54,2,plus,20.0,paid,20.0,True
54,3,plus,20.0,paid,20.0,True
54,4,plus,20.0,failed,0.0,False
55,1,plus,20.0,paid,20.0,True
55,2,plus,20.0,failed,0.0,True
55,3,plus,20.0,paid,20.0,True
55,4,plus,20.0,paid,20.0,True
55,5,plus,20.0,paid,20.0,True
55,6,plus,20.0,paid,20.0,True
55,7,plus,20.0,paid,20.0,True
55,8,plus,20.0,paid,20.0,True
55,9,plus,20.0,paid,20.0,True
55,10,plus,20.0,paid,20.0,True
55,11,plus,20.0,failed,0.0,True
55,12,plus,20.0,paid,20.0,True
56,1,plus,20.0,paid,20.0,True
56,2,plus,20.0,paid,20.0,True
56,3,plus,20.0,paid,20.0,True
56,4,plus,20.0,paid,20.0,True
56,5,plus,20.0,failed,0.0,True
56,6,plus,20.0,paid,20.0,True
56,7,plus,20.0,paid,20.0,True
56,8,plus,20.0,paid,20.0,True
56,9,plus,20.0,paid,20.0,True
56,10,plus,20.0,failed,0.0,False
57,1,basic,10.0,paid,10.0,True
57,2,basic,10.0,failed,0.0,True
57,3,basic,10.0,paid,10.0,True
57,4,basic,10.0,paid,10.0,True
57,5,basic,10.0,paid,10.0,True
57,6,basic,10.0,paid,10.0,True
57,7,basic,10.0,paid,10.0,True
57,8,basic,10.0,paid,10.0,True
57,9,basic,10.0,paid,10.0,True
57,10,basic,10.0,paid,10.0,True
57,11,basic,10.0,paid,10.0,True
57,12,basic,10.0,paid,10.0,True
58,1,plus,20.0,paid,20.0,True
58,2,plus,20.0,paid,20.0,True
58,3,plus,20.0,paid,20.0,True
58,4,plus,20.0,paid,20.0,True
58,5,plus,20.0,paid,20.0,True
58,6,plus,20.0,paid,20.0,True
58,7,plus,20.0,paid,20.0,True
58,8,plus,20.0,paid,20.0,True
58,9,plus,20.0,paid,20.0,True
58,10,plus,20.0,paid,20.0,True
58,11,plus,20.0,paid,20.0,True
58,12,plus,20.0,paid,20.0,True
59,1,basic,10.0,paid,10.0,True
59,2,basic,10.0,paid,10.0,True
59,3,basic,10.0,paid,10.0,True
59,4,basic,10.0,paid,10.0,True
59,5,basic,10.0,paid,10.0,True
59,6,basic,10.0,paid,10.0,True
59,7,basic,10.0,paid,10.0,True
59,8,basic,10.0,paid,10.0,True
59,9,basic,10.0,failed,0.0,False
60,1,basic,10.0,paid,10.0,True
60,2,basic,10.0,paid,10.0,True
60,3,basic,10.0,paid,10.0,True
60,4,basic,10.0,failed,0.0,True
60,5,basic,10.0,paid,10.0,True
60,6,basic,10.0,paid,10.0,True
60,7,basic,10.0,failed,0.0,False
61,1,plus,20.0,paid,20.0,True
61,2,plus,20.0,paid,20.0,True
61,3,plus,20.0,paid,20.0,True
61,4,plus,20.0,paid,20.0,True
61,5,plus,20.0,failed,0.0,False
62,1,basic,10.0,paid,10.0,True
62,2,basic,10.0,paid,10.0,True
62,3,basic,10.0,paid,10.0,True
62,4,basic,10.0,failed,0.0,True
62,5,basic,10.0,paid,10.0,True
62,6,basic,10.0,paid,10.0,True
62,7,basic,10.0,paid,10.0,True
62,8,basic,10.0,failed,0.0,True
62,9,basic,10.0,paid,10.0,True
62,10,basic,10.0,paid,10.0,True
62,11,basic,10.0,failed,0.0,True
62,12,basic,10.0,paid,10.0,True
63,1,plus,20.0,paid,20.0,True
63,2,plus,20.0,paid,20.0,True
63,3,plus,20.0,paid,20.0,True
63,4,plus,20.0,failed,0.0,False
64,1,plus,20.0,paid,20.0,True
64,2,plus,20.0,paid,20.0,True
64,3,plus,20.0,failed,0.0,False
65,1,plus,20.0,paid,20.0,True
65,2,plus,20.0,paid,20.0,True
65,3,plus,20.0,paid,20.0,True
65,4,plus,20.0,paid,20.0,True
65,5,plus,20.0,paid,20.0,True
65,6,plus,20.0,paid,20.0,True
65,7,plus,20.0,paid,20.0,True
65,8,plus,20.0,paid,20.0,True
65,9,plus,20.0,failed,0.0,False
66,1,plus,20.0,paid,20.0,True
66,2,plus,20.0,paid,20.0,True
66,3,plus,20.0,paid,20.0,True
66,4,plus,20.0,paid,20.0,True
66,5,plus,20.0,paid,20.0,True
66,6,plus,20.0,paid,20.0,True
66,7,plus,20.0,paid,20.0,True
66,8,plus,20.0,paid,20.0,True
66,9,plus,20.0,failed,0.0,True
66,10,plus,20.0,paid,20.0,True
66,11,plus,20.0,paid,20.0,True
66,12,plus,20.0,paid,20.0,True
67,1,plus,20.0,paid,20.0,True
67,2,plus,20.0,paid,20.0,True
67,3,plus,20.0,paid,20.0,True
67,4,plus,20.0,paid,20.0,True
67,5,plus,20.0,paid,20.0,True
67,6,plus,20.0,paid,20.0,True
67,7,plus,20.0,failed,0.0,False
68,1,basic,10.0,paid,10.0,True
68,2,basic,10.0,failed,0.0,True
68,3,basic,10.0,failed,0.0,False
69,1,basic,10.0,paid,10.0,True
69,2,basic,10.0,failed,0.0,True
69,3,basic,10.0,paid,10.0,True
69,4,basic,10.0,paid,10.0,True
69,5,basic,10.0,paid,10.0,True
69,6,basic,10.0,failed,0.0,True
69,7,basic,10.0,paid,10.0,True
69,8,basic,10.0,paid,10.0,True
69,9,basic,10.0,paid,10.0,True
69,10,basic,10.0,paid,10.0,True
69,11,basic,10.0,paid,10.0,True
69,12,basic,10.0,paid,10.0,True
70,1,basic,10.0,paid,10.0,True
70,2,basic,10.0,paid,10.0,True
70,3,basic,10.0,paid,10.0,True
70,4,basic,10.0,paid,10.0,True
70,5,basic,10.0,paid,10.0,True
70,6,basic,10.0,failed,0.0,False
71,1,basic,10.0,paid,10.0,True
71,2,basic,10.0,paid,10.0,True
71,3,basic,10.0,paid,10.0,True
71,4,basic,10.0,paid,10.0,True
71,5,basic,10.0,failed,0.0,False
72,1,basic,10.0,paid,10.0,True
72,2,basic,10.0,paid,10.0,True
72,3,basic,10.0,paid,10.0,True
72,4,basic,10.0,paid,10.0,True
72,5,basic,10.0,paid,10.0,True
72,6,basic,10.0,paid,10.0,True
72,7,basic,10.0,paid,10.0,True
72,8,basic,10.0,paid,10.0,True
72,9,basic,10.0,paid,10.0,True
72,10,basic,10.0,paid,10.0,True
72,11,basic,10.0,paid,10.0,True
72,12,basic,10.0,paid,10.0,True
73,1,premium,40.0,paid,40.0,True
73,2,premium,40.0,paid,40.0,True
73,3,premium,40.0,paid,40.0,True
73,4,premium,40.0,paid,40.0,True
73,5,premium,40.0,paid,40.0,True
73,6,premium,40.0,paid,40.0,True
73,7,premium,40.0,paid,40.0,True
73,8,premium,40.0,paid,40.0,True
73,9,premium,40.0,paid,40.0,True
73,10,premium,40.0,paid,40.0,True
73,11,premium,40.0,paid,40.0,True
73,12,premium,40.0,paid,40.0,True
74,1,basic,10.0,paid,10.0,True
74,2,basic,10.0,paid,10.0,True
74,3,basic,10.0,paid,10.0,True
74,4,basic,10.0,paid,10.0,True
74,5,basic,10.0,paid,10.0,True
74,6,basic,10.0,paid,10.0,True
74,7,basic,10.0,paid,10.0,True
74,8,basic,10.0,paid,10.0,True
74,9,basic,10.0,paid,10.0,True
74,10,basic,10.0,paid,10.0,True
74,11,basic,10.0,paid,10.0,True
74,12,basic,10.0,failed,0.0,True
75,1,basic,10.0,paid,10.0,True
75,2,basic,10.0,paid,10.0,True
75,3,basic,10.0,failed,0.0,False
76,1,basic,10.0,paid,10.0,True
76,2,basic,10.0,paid,10.0,True
76,3,basic,10.0,paid,10.0,True
76,4,basic,10.0,paid,10.0,True
76,5,basic,10.0,paid,10.0,True
76,6,basic,10.0,paid,10.0,True
76,7,basic,10.0,paid,10.0,True
76,8,basic,10.0,paid,10.0,True
76,9,basic,10.0,paid,10.0,True
76,10,basic,10.0,paid,10.0,True
76,11,basic,10.0,paid,10.0,True
76,12,basic,10.0,paid,10.0,True
77,1,basic,10.0,paid,10.0,True
77,2,basic,10.0,paid,10.0,True
77,3,basic,10.0,paid,10.0,True
77,4,basic,10.0,paid,10.0,True
77,5,basic,10.0,paid,10.0,True
77,6,basic,10.0,paid,10.0,True
77,7,basic,10.0,paid,10.0,True
77,8,basic,10.0,paid,10.0,True
77,9,basic,10.0,paid,10.0,True
77,10,basic,10.0,paid,10.0,True
77,11,basic,10.0,failed,0.0,False
78,1,plus,20.0,paid,20.0,True
78,2,plus,20.0,paid,20.0,True
